country,year,country_year,q1_index_measure,q1_macro_appointment_procedures_ind_measure,q1_micro_appointment_judges_ind_measure,q1_micro_appointment_court_presidents_ind_measure,q1_micro_appointment_veto_ind_measure,q1_macro_selection_criteria_ind_measure,q1_micro_selection_predetermined_law_ind_measure,q1_micro_selection_intl_standards_ind_measure,q1_micro_transparency_appeal_ind_measure,q1_macro_professional_rights_ind_measure,q1_micro_judge_tenure_ind_measure,q1_micro_judge_immunity_ind_measure,q1_micro_judge_salary_ind_measure,q1_macro_professional_obligations_ind_measure,q1_micro_disciplinary_proceedings_law_ind_measure,q1_micro_disciplinary_proceedings_actors_ind_measure,q1_micro_conflict_recusal_evaluation_ind_measure,q1_macro_judicial_administration_ind_measure,q1_micro_judicial_self_governance_bodies_ind_measure,q1_micro_judicial_self_governance_competences_ind_measure,q1_micro_courts_administration_ind_measure,q2_index_measure,q2_macro_appointment_procedures_ind_measure,q2_micro_appointment_judges_court_presidents_ind_measure,q2_micro_selection_criteria_transparency_ind_measure,q2_macro_professional_rights_ind_measure,q2_micro_judge_tenure_ind_measure,q2_micro_judge_immunity_ind_measure,q2_micro_judge_salary_ind_measure,q2_macro_professional_obligations_ind_measure,q2_micro_disciplinary_proceedings_law_ind_measure,q2_micro_disciplinary_proceedings_actors_ind_measure,q2_micro_conflict_recusal_evaluation_ind_measure,q2_macro_court_functioning_ind_measure,q2_micro_courts_organization_functioning_ind_measure,q2_micro_courts_administration_budget_ind_measure
Azerbaijan,2009,Azerbaijan_2009,0.39,0.0,0.0,0.0,0.0,0.53,1.0,0.25,0.33,0.58,0.25,0.5,1.0,0.52,0.38,0.5,0.67,0.33,0.33,0.33,0.33,0.59,0.73,0.67,0.78,0.61,0.5,0.33,1.0,0.33,0.0,0.0,1.0,0.7,0.8,0.6
Azerbaijan,2010,Azerbaijan_2010,0.39,0.0,0.0,0.0,0.0,0.53,1.0,0.25,0.33,0.58,0.25,0.5,1.0,0.52,0.38,0.5,0.67,0.33,0.33,0.33,0.33,0.59,0.73,0.67,0.78,0.61,0.5,0.33,1.0,0.33,0.0,0.0,1.0,0.7,0.8,0.6
Azerbaijan,2011,Azerbaijan_2011,0.39,0.0,0.0,0.0,0.0,0.53,1.0,0.25,0.33,0.58,0.25,0.5,1.0,0.52,0.38,0.5,0.67,0.33,0.33,0.33,0.33,0.59,0.73,0.67,0.78,0.61,0.5,0.33,1.0,0.33,0.0,0.0,1.0,0.7,0.8,0.6
Azerbaijan,2012,Azerbaijan_2012,0.39,0.0,0.0,0.0,0.0,0.53,1.0,0.25,0.33,0.58,0.25,0.5,1.0,0.52,0.38,0.5,0.67,0.33,0.33,0.33,0.33,0.59,0.73,0.67,0.78,0.61,0.5,0.33,1.0,0.33,0.0,0.0,1.0,0.7,0.8,0.6
Azerbaijan,2013,Azerbaijan_2013,0.39,0.0,0.0,0.0,0.0,0.53,1.0,0.25,0.33,0.58,0.25,0.5,1.0,0.52,0.38,0.5,0.67,0.33,0.33,0.33,0.33,0.59,0.73,0.67,0.78,0.61,0.5,0.33,1.0,0.33,0.0,0.0,1.0,0.7,0.8,0.6
Azerbaijan,2014,Azerbaijan_2014,0.39,0.0,0.0,0.0,0.0,0.53,1.0,0.25,0.33,0.58,0.25,0.5,1.0,0.52,0.38,0.5,0.67,0.33,0.33,0.33,0.33,0.59,0.73,0.67,0.78,0.61,0.5,0.33,1.0,0.33,0.0,0.0,1.0,0.7,0.8,0.6
Azerbaijan,2015,Azerbaijan_2015,0.39,0.0,0.0,0.0,0.0,0.53,1.0,0.25,0.33,0.58,0.25,0.5,1.0,0.52,0.38,0.5,0.67,0.33,0.33,0.33,0.33,0.59,0.73,0.67,0.78,0.61,0.5,0.33,1.0,0.33,0.0,0.0,1.0,0.7,0.8,0.6
Azerbaijan,2016,Azerbaijan_2016,0.39,0.0,0.0,0.0,0.0,0.53,1.0,0.25,0.33,0.58,0.25,0.5,1.0,0.52,0.38,0.5,0.67,0.33,0.33,0.33,0.33,0.59,0.73,0.67,0.78,0.61,0.5,0.33,1.0,0.33,0.0,0.0,1.0,0.7,0.8,0.6
Azerbaijan,2017,Azerbaijan_2017,0.39,0.0,0.0,0.0,0.0,0.53,1.0,0.25,0.33,0.58,0.25,0.5,1.0,0.52,0.38,0.5,0.67,0.33,0.33,0.33,0.33,0.59,0.73,0.67,0.78,0.61,0.5,0.33,1.0,0.33,0.0,0.0,1.0,0.7,0.8,0.6
Azerbaijan,2018,Azerbaijan_2018,0.39,0.0,0.0,0.0,0.0,0.53,1.0,0.25,0.33,0.58,0.25,0.5,1.0,0.52,0.38,0.5,0.67,0.33,0.33,0.33,0.33,0.59,0.73,0.67,0.78,0.61,0.5,0.33,1.0,0.33,0.0,0.0,1.0,0.7,0.8,0.6
Azerbaijan,2019,Azerbaijan_2019,0.39,0.0,0.0,0.0,0.0,0.53,1.0,0.25,0.33,0.58,0.25,0.5,1.0,0.52,0.38,0.5,0.67,0.33,0.33,0.33,0.33,0.59,0.73,0.67,0.78,0.61,0.5,0.33,1.0,0.33,0.0,0.0,1.0,0.7,0.8,0.6
Azerbaijan,2020,Azerbaijan_2020,0.39,0.0,0.0,0.0,0.0,0.53,1.0,0.25,0.33,0.58,0.25,0.5,1.0,0.52,0.38,0.5,0.67,0.33,0.33,0.33,0.33,0.59,0.73,0.67,0.78,0.61,0.5,0.33,1.0,0.33,0.0,0.0,1.0,0.7,0.8,0.6
Azerbaijan,2021,Azerbaijan_2021,0.39,0.0,0.0,0.0,0.0,0.53,1.0,0.25,0.33,0.58,0.25,0.5,1.0,0.52,0.38,0.5,0.67,0.33,0.33,0.33,0.33,0.59,0.73,0.67,0.78,0.61,0.5,0.33,1.0,0.33,0.0,0.0,1.0,0.7,0.8,0.6
Azerbaijan,2022,Azerbaijan_2022,0.39,0.0,0.0,0.0,0.0,0.53,1.0,0.25,0.33,0.58,0.25,0.5,1.0,0.52,0.38,0.5,0.67,0.33,0.33,0.33,0.33,0.59,0.73,0.67,0.78,0.61,0.5,0.33,1.0,0.33,0.0,0.0,1.0,0.7,0.8,0.6
Belgium,2000,Belgium_2000,0.7,0.33,0.5,0.5,0.0,1.0,1.0,1.0,1.0,0.88,0.88,0.75,1.0,0.74,0.88,0.67,0.67,0.54,0.67,0.78,0.17,0.74,0.88,0.75,1.0,0.56,0.0,0.67,1.0,0.64,0.5,0.75,0.67,0.9,0.8,1.0
Belgium,2001,Belgium_2001,0.7,0.33,0.5,0.5,0.0,1.0,1.0,1.0,1.0,0.88,0.88,0.75,1.0,0.74,0.88,0.67,0.67,0.54,0.67,0.78,0.17,0.74,0.88,0.75,1.0,0.56,0.0,0.67,1.0,0.64,0.5,0.75,0.67,0.9,0.8,1.0
Belgium,2002,Belgium_2002,0.7,0.33,0.5,0.5,0.0,1.0,1.0,1.0,1.0,0.88,0.88,0.75,1.0,0.74,0.88,0.67,0.67,0.54,0.67,0.78,0.17,0.74,0.88,0.75,1.0,0.56,0.0,0.67,1.0,0.64,0.5,0.75,0.67,0.9,0.8,1.0
Belgium,2003,Belgium_2003,0.7,0.33,0.5,0.5,0.0,1.0,1.0,1.0,1.0,0.88,0.88,0.75,1.0,0.74,0.88,0.67,0.67,0.54,0.67,0.78,0.17,0.74,0.88,0.75,1.0,0.56,0.0,0.67,1.0,0.64,0.5,0.75,0.67,0.9,0.8,1.0
Belgium,2004,Belgium_2004,0.7,0.33,0.5,0.5,0.0,1.0,1.0,1.0,1.0,0.88,0.88,0.75,1.0,0.74,0.88,0.67,0.67,0.54,0.67,0.78,0.17,0.74,0.88,0.75,1.0,0.56,0.0,0.67,1.0,0.64,0.5,0.75,0.67,0.9,0.8,1.0
Belgium,2005,Belgium_2005,0.7,0.33,0.5,0.5,0.0,1.0,1.0,1.0,1.0,0.88,0.88,0.75,1.0,0.74,0.88,0.67,0.67,0.54,0.67,0.78,0.17,0.74,0.88,0.75,1.0,0.56,0.0,0.67,1.0,0.64,0.5,0.75,0.67,0.9,0.8,1.0
Belgium,2006,Belgium_2006,0.7,0.33,0.5,0.5,0.0,1.0,1.0,1.0,1.0,0.88,0.88,0.75,1.0,0.74,0.88,0.67,0.67,0.54,0.67,0.78,0.17,0.74,0.88,0.75,1.0,0.56,0.0,0.67,1.0,0.64,0.5,0.75,0.67,0.9,0.8,1.0
Belgium,2007,Belgium_2007,0.7,0.33,0.5,0.5,0.0,1.0,1.0,1.0,1.0,0.88,0.88,0.75,1.0,0.74,0.88,0.67,0.67,0.54,0.67,0.78,0.17,0.74,0.88,0.75,1.0,0.56,0.0,0.67,1.0,0.64,0.5,0.75,0.67,0.9,0.8,1.0
Belgium,2008,Belgium_2008,0.7,0.33,0.5,0.5,0.0,1.0,1.0,1.0,1.0,0.88,0.88,0.75,1.0,0.74,0.88,0.67,0.67,0.54,0.67,0.78,0.17,0.74,0.88,0.75,1.0,0.56,0.0,0.67,1.0,0.64,0.5,0.75,0.67,0.9,0.8,1.0
Belgium,2009,Belgium_2009,0.7,0.33,0.5,0.5,0.0,1.0,1.0,1.0,1.0,0.88,0.88,0.75,1.0,0.74,0.88,0.67,0.67,0.54,0.67,0.78,0.17,0.74,0.88,0.75,1.0,0.56,0.0,0.67,1.0,0.64,0.5,0.75,0.67,0.9,0.8,1.0
Belgium,2010,Belgium_2010,0.7,0.33,0.5,0.5,0.0,1.0,1.0,1.0,1.0,0.88,0.88,0.75,1.0,0.74,0.88,0.67,0.67,0.54,0.67,0.78,0.17,0.74,0.88,0.75,1.0,0.56,0.0,0.67,1.0,0.64,0.5,0.75,0.67,0.9,0.8,1.0
Belgium,2011,Belgium_2011,0.7,0.33,0.5,0.5,0.0,1.0,1.0,1.0,1.0,0.88,0.88,0.75,1.0,0.74,0.88,0.67,0.67,0.54,0.67,0.78,0.17,0.74,0.88,0.75,1.0,0.56,0.0,0.67,1.0,0.64,0.5,0.75,0.67,0.9,0.8,1.0
Belgium,2012,Belgium_2012,0.7,0.33,0.5,0.5,0.0,1.0,1.0,1.0,1.0,0.88,0.88,0.75,1.0,0.74,0.88,0.67,0.67,0.54,0.67,0.78,0.17,0.74,0.88,0.75,1.0,0.56,0.0,0.67,1.0,0.64,0.5,0.75,0.67,0.9,0.8,1.0
Belgium,2013,Belgium_2013,0.71,0.33,0.5,0.5,0.0,1.0,1.0,1.0,1.0,0.88,0.88,0.75,1.0,0.82,0.88,0.92,0.67,0.54,0.67,0.78,0.17,0.74,0.88,0.75,1.0,0.56,0.0,0.67,1.0,0.64,0.5,0.75,0.67,0.9,0.8,1.0
Belgium,2014,Belgium_2014,0.71,0.33,0.5,0.5,0.0,1.0,1.0,1.0,1.0,0.88,0.88,0.75,1.0,0.82,0.88,0.92,0.67,0.54,0.67,0.78,0.17,0.74,0.88,0.75,1.0,0.56,0.0,0.67,1.0,0.64,0.5,0.75,0.67,0.9,0.8,1.0
Belgium,2015,Belgium_2015,0.71,0.33,0.5,0.5,0.0,1.0,1.0,1.0,1.0,0.88,0.88,0.75,1.0,0.82,0.88,0.92,0.67,0.54,0.67,0.78,0.17,0.74,0.88,0.75,1.0,0.56,0.0,0.67,1.0,0.64,0.5,0.75,0.67,0.9,0.8,1.0
Belgium,2016,Belgium_2016,0.71,0.33,0.5,0.5,0.0,1.0,1.0,1.0,1.0,0.88,0.88,0.75,1.0,0.82,0.88,0.92,0.67,0.54,0.67,0.78,0.17,0.74,0.88,0.75,1.0,0.56,0.0,0.67,1.0,0.64,0.5,0.75,0.67,0.9,0.8,1.0
Belgium,2017,Belgium_2017,0.71,0.33,0.5,0.5,0.0,1.0,1.0,1.0,1.0,0.88,0.88,0.75,1.0,0.82,0.88,0.92,0.67,0.54,0.67,0.78,0.17,0.74,0.88,0.75,1.0,0.56,0.0,0.67,1.0,0.64,0.5,0.75,0.67,0.9,0.8,1.0
Belgium,2018,Belgium_2018,0.71,0.33,0.5,0.5,0.0,1.0,1.0,1.0,1.0,0.88,0.88,0.75,1.0,0.82,0.88,0.92,0.67,0.54,0.67,0.78,0.17,0.74,0.88,0.75,1.0,0.56,0.0,0.67,1.0,0.64,0.5,0.75,0.67,0.9,0.8,1.0
Belgium,2019,Belgium_2019,0.71,0.33,0.5,0.5,0.0,1.0,1.0,1.0,1.0,0.88,0.88,0.75,1.0,0.82,0.88,0.92,0.67,0.54,0.67,0.78,0.17,0.74,0.88,0.75,1.0,0.56,0.0,0.67,1.0,0.64,0.5,0.75,0.67,0.9,0.8,1.0
Belgium,2020,Belgium_2020,0.71,0.33,0.5,0.5,0.0,1.0,1.0,1.0,1.0,0.88,0.88,0.75,1.0,0.82,0.88,0.92,0.67,0.54,0.67,0.78,0.17,0.74,0.88,0.75,1.0,0.56,0.0,0.67,1.0,0.64,0.5,0.75,0.67,0.9,0.8,1.0
Belgium,2021,Belgium_2021,0.71,0.33,0.5,0.5,0.0,1.0,1.0,1.0,1.0,0.88,0.88,0.75,1.0,0.82,0.88,0.92,0.67,0.54,0.67,0.78,0.17,0.74,0.88,0.75,1.0,0.56,0.0,0.67,1.0,0.64,0.5,0.75,0.67,0.9,0.8,1.0
Belgium,2022,Belgium_2022,0.71,0.33,0.5,0.5,0.0,1.0,1.0,1.0,1.0,0.88,0.88,0.75,1.0,0.82,0.88,0.92,0.67,0.54,0.67,0.78,0.17,0.74,0.88,0.75,1.0,0.56,0.0,0.67,1.0,0.64,0.5,0.75,0.67,0.9,0.8,1.0
Bosnia and Herzegovina,2000,Bosnia and Herzegovina_2000,0.53,0.83,0.5,1.0,1.0,0.47,1.0,0.25,0.17,0.71,0.88,0.75,0.5,0.35,0.12,0.25,0.67,0.28,0.5,0.33,0.0,0.67,0.96,0.92,1.0,0.22,0.0,0.67,0.0,0.69,0.75,1.0,0.33,0.8,0.8,0.8
Bosnia and Herzegovina,2001,Bosnia and Herzegovina_2001,0.64,0.83,0.5,1.0,1.0,0.75,1.0,0.25,1.0,0.71,0.88,0.75,0.5,0.51,0.62,0.25,0.67,0.39,0.5,0.33,0.33,0.67,0.96,0.92,1.0,0.22,0.0,0.67,0.0,0.69,0.75,1.0,0.33,0.8,0.8,0.8
Bosnia and Herzegovina,2002,Bosnia and Herzegovina_2002,0.63,0.72,0.5,0.67,1.0,0.5,1.0,0.25,0.25,0.71,0.88,0.75,0.5,0.68,0.88,0.5,0.67,0.56,0.67,0.67,0.33,0.67,0.96,0.92,1.0,0.22,0.0,0.67,0.0,0.69,0.75,1.0,0.33,0.8,0.8,0.8
Bosnia and Herzegovina,2003,Bosnia and Herzegovina_2003,0.63,0.67,0.5,0.5,1.0,0.5,1.0,0.25,0.25,0.71,0.88,0.75,0.5,0.71,0.88,0.58,0.67,0.56,0.67,0.67,0.33,0.67,0.96,0.92,1.0,0.22,0.0,0.67,0.0,0.69,0.75,1.0,0.33,0.8,0.8,0.8
Bosnia and Herzegovina,2004,Bosnia and Herzegovina_2004,0.68,0.67,0.5,0.5,1.0,0.5,1.0,0.25,0.25,0.79,0.88,1.0,0.5,0.9,0.88,0.83,1.0,0.56,0.67,0.67,0.33,0.67,0.8,0.92,0.67,0.39,0.0,0.67,0.5,0.69,0.75,1.0,0.33,0.8,0.8,0.8
Bosnia and Herzegovina,2005,Bosnia and Herzegovina_2005,0.68,0.67,0.5,0.5,1.0,0.5,1.0,0.25,0.25,0.79,0.88,1.0,0.5,0.9,0.88,0.83,1.0,0.56,0.67,0.67,0.33,0.67,0.8,0.92,0.67,0.39,0.0,0.67,0.5,0.69,0.75,1.0,0.33,0.8,0.8,0.8
Bosnia and Herzegovina,2006,Bosnia and Herzegovina_2006,0.68,0.67,0.5,0.5,1.0,0.5,1.0,0.25,0.25,0.79,0.88,1.0,0.5,0.9,0.88,0.83,1.0,0.56,0.67,0.67,0.33,0.67,0.8,0.92,0.67,0.39,0.0,0.67,0.5,0.69,0.75,1.0,0.33,0.8,0.8,0.8
Bosnia and Herzegovina,2007,Bosnia and Herzegovina_2007,0.68,0.67,0.5,0.5,1.0,0.5,1.0,0.25,0.25,0.79,0.88,1.0,0.5,0.9,0.88,0.83,1.0,0.56,0.67,0.67,0.33,0.67,0.8,0.92,0.67,0.39,0.0,0.67,0.5,0.69,0.75,1.0,0.33,0.8,0.8,0.8
Bosnia and Herzegovina,2008,Bosnia and Herzegovina_2008,0.68,0.67,0.5,0.5,1.0,0.5,1.0,0.25,0.25,0.79,0.88,1.0,0.5,0.9,0.88,0.83,1.0,0.56,0.67,0.67,0.33,0.67,0.8,0.92,0.67,0.39,0.0,0.67,0.5,0.69,0.75,1.0,0.33,0.8,0.8,0.8
Bosnia and Herzegovina,2009,Bosnia and Herzegovina_2009,0.68,0.67,0.5,0.5,1.0,0.5,1.0,0.25,0.25,0.79,0.88,1.0,0.5,0.9,0.88,0.83,1.0,0.56,0.67,0.67,0.33,0.67,0.8,0.92,0.67,0.39,0.0,0.67,0.5,0.69,0.75,1.0,0.33,0.8,0.8,0.8
Bosnia and Herzegovina,2010,Bosnia and Herzegovina_2010,0.68,0.67,0.5,0.5,1.0,0.5,1.0,0.25,0.25,0.79,0.88,1.0,0.5,0.9,0.88,0.83,1.0,0.56,0.67,0.67,0.33,0.7,0.8,0.92,0.67,0.5,0.0,1.0,0.5,0.69,0.75,1.0,0.33,0.8,0.8,0.8
Bosnia and Herzegovina,2011,Bosnia and Herzegovina_2011,0.69,0.67,0.5,0.5,1.0,0.5,1.0,0.25,0.25,0.79,0.88,1.0,0.5,0.9,0.88,0.83,1.0,0.61,0.67,0.67,0.5,0.7,0.8,0.92,0.67,0.5,0.0,1.0,0.5,0.69,0.75,1.0,0.33,0.8,0.8,0.8
Bosnia and Herzegovina,2012,Bosnia and Herzegovina_2012,0.69,0.67,0.5,0.5,1.0,0.5,1.0,0.25,0.25,0.79,0.88,1.0,0.5,0.9,0.88,0.83,1.0,0.61,0.67,0.67,0.5,0.7,0.8,0.92,0.67,0.5,0.0,1.0,0.5,0.69,0.75,1.0,0.33,0.8,0.8,0.8
Bosnia and Herzegovina,2013,Bosnia and Herzegovina_2013,0.69,0.67,0.5,0.5,1.0,0.5,1.0,0.25,0.25,0.79,0.88,1.0,0.5,0.9,0.88,0.83,1.0,0.61,0.67,0.67,0.5,0.7,0.8,0.92,0.67,0.5,0.0,1.0,0.5,0.69,0.75,1.0,0.33,0.8,0.8,0.8
Bosnia and Herzegovina,2014,Bosnia and Herzegovina_2014,0.69,0.67,0.5,0.5,1.0,0.5,1.0,0.25,0.25,0.79,0.88,1.0,0.5,0.9,0.88,0.83,1.0,0.61,0.67,0.67,0.5,0.7,0.8,0.92,0.67,0.5,0.0,1.0,0.5,0.69,0.75,1.0,0.33,0.8,0.8,0.8
Bosnia and Herzegovina,2015,Bosnia and Herzegovina_2015,0.69,0.67,0.5,0.5,1.0,0.5,1.0,0.25,0.25,0.79,0.88,1.0,0.5,0.9,0.88,0.83,1.0,0.61,0.67,0.67,0.5,0.7,0.8,0.92,0.67,0.5,0.0,1.0,0.5,0.69,0.75,1.0,0.33,0.8,0.8,0.8
Bosnia and Herzegovina,2016,Bosnia and Herzegovina_2016,0.69,0.67,0.5,0.5,1.0,0.5,1.0,0.25,0.25,0.79,0.88,1.0,0.5,0.9,0.88,0.83,1.0,0.61,0.67,0.67,0.5,0.7,0.8,0.92,0.67,0.5,0.0,1.0,0.5,0.69,0.75,1.0,0.33,0.8,0.8,0.8
Bosnia and Herzegovina,2017,Bosnia and Herzegovina_2017,0.69,0.67,0.5,0.5,1.0,0.5,1.0,0.25,0.25,0.79,0.88,1.0,0.5,0.9,0.88,0.83,1.0,0.61,0.67,0.67,0.5,0.7,0.8,0.92,0.67,0.5,0.0,1.0,0.5,0.69,0.75,1.0,0.33,0.8,0.8,0.8
Bosnia and Herzegovina,2018,Bosnia and Herzegovina_2018,0.69,0.67,0.5,0.5,1.0,0.5,1.0,0.25,0.25,0.79,0.88,1.0,0.5,0.9,0.88,0.83,1.0,0.61,0.67,0.67,0.5,0.73,0.8,0.92,0.67,0.5,0.0,1.0,0.5,0.81,0.75,1.0,0.67,0.8,0.8,0.8
Bosnia and Herzegovina,2019,Bosnia and Herzegovina_2019,0.69,0.67,0.5,0.5,1.0,0.5,1.0,0.25,0.25,0.79,0.88,1.0,0.5,0.9,0.88,0.83,1.0,0.61,0.67,0.67,0.5,0.73,0.8,0.92,0.67,0.5,0.0,1.0,0.5,0.81,0.75,1.0,0.67,0.8,0.8,0.8
Bosnia and Herzegovina,2020,Bosnia and Herzegovina_2020,0.69,0.67,0.5,0.5,1.0,0.5,1.0,0.25,0.25,0.79,0.88,1.0,0.5,0.9,0.88,0.83,1.0,0.61,0.67,0.67,0.5,0.73,0.8,0.92,0.67,0.5,0.0,1.0,0.5,0.81,0.75,1.0,0.67,0.8,0.8,0.8
Bosnia and Herzegovina,2021,Bosnia and Herzegovina_2021,0.69,0.67,0.5,0.5,1.0,0.5,1.0,0.25,0.25,0.79,0.88,1.0,0.5,0.9,0.88,0.83,1.0,0.61,0.67,0.67,0.5,0.73,0.8,0.92,0.67,0.5,0.0,1.0,0.5,0.81,0.75,1.0,0.67,0.8,0.8,0.8
Bosnia and Herzegovina,2022,Bosnia and Herzegovina_2022,0.69,0.67,0.5,0.5,1.0,0.5,1.0,0.25,0.25,0.79,0.88,1.0,0.5,0.9,0.88,0.83,1.0,0.61,0.67,0.67,0.5,0.73,0.8,0.92,0.67,0.5,0.0,1.0,0.5,0.81,0.75,1.0,0.67,0.8,0.8,0.8
Bulgaria,2000,Bulgaria_2000,0.78,0.94,1.0,0.83,1.0,0.64,1.0,0.75,0.17,0.75,0.75,0.5,1.0,0.89,1.0,0.66,1.0,0.67,0.67,0.67,0.67,0.72,0.94,1.0,0.89,0.89,1.0,0.67,1.0,0.33,0.0,0.0,1.0,0.7,0.6,0.8
Bulgaria,2001,Bulgaria_2001,0.78,0.94,1.0,0.83,1.0,0.64,1.0,0.75,0.17,0.75,0.75,0.5,1.0,0.89,1.0,0.66,1.0,0.67,0.67,0.67,0.67,0.72,0.94,1.0,0.89,0.89,1.0,0.67,1.0,0.33,0.0,0.0,1.0,0.7,0.6,0.8
Bulgaria,2002,Bulgaria_2002,0.78,0.94,1.0,0.83,1.0,0.64,1.0,0.75,0.17,0.75,0.75,0.5,1.0,0.89,1.0,0.66,1.0,0.67,0.67,0.67,0.67,0.72,0.94,1.0,0.89,0.89,1.0,0.67,1.0,0.33,0.0,0.0,1.0,0.7,0.6,0.8
Bulgaria,2003,Bulgaria_2003,0.78,0.94,1.0,0.83,1.0,0.67,1.0,0.75,0.25,0.75,0.75,0.5,1.0,0.89,1.0,0.66,1.0,0.67,0.67,0.67,0.67,0.72,0.94,1.0,0.89,0.89,1.0,0.67,1.0,0.33,0.0,0.0,1.0,0.7,0.6,0.8
Bulgaria,2004,Bulgaria_2004,0.79,0.94,1.0,0.83,1.0,0.67,1.0,0.75,0.25,0.79,0.88,0.5,1.0,0.89,1.0,0.66,1.0,0.67,0.67,0.67,0.67,0.72,0.94,1.0,0.89,0.89,1.0,0.67,1.0,0.33,0.0,0.0,1.0,0.7,0.6,0.8
Bulgaria,2005,Bulgaria_2005,0.79,0.94,1.0,0.83,1.0,0.67,1.0,0.75,0.25,0.79,0.88,0.5,1.0,0.89,1.0,0.66,1.0,0.67,0.67,0.67,0.67,0.72,0.94,1.0,0.89,0.89,1.0,0.67,1.0,0.33,0.0,0.0,1.0,0.7,0.6,0.8
Bulgaria,2006,Bulgaria_2006,0.81,0.94,1.0,0.83,1.0,0.67,1.0,0.75,0.25,0.88,0.88,0.75,1.0,0.89,1.0,0.66,1.0,0.67,0.67,0.67,0.67,0.72,0.94,1.0,0.89,0.89,1.0,0.67,1.0,0.33,0.0,0.0,1.0,0.7,0.6,0.8
Bulgaria,2007,Bulgaria_2007,0.86,0.94,1.0,0.83,1.0,0.92,1.0,0.75,1.0,0.88,0.88,0.75,1.0,0.89,1.0,0.66,1.0,0.67,0.67,0.67,0.67,0.72,0.94,1.0,0.89,0.89,1.0,0.67,1.0,0.33,0.0,0.0,1.0,0.7,0.6,0.8
Bulgaria,2008,Bulgaria_2008,0.86,0.94,1.0,0.83,1.0,0.92,1.0,0.75,1.0,0.88,0.88,0.75,1.0,0.89,1.0,0.66,1.0,0.67,0.67,0.67,0.67,0.72,0.94,1.0,0.89,0.89,1.0,0.67,1.0,0.33,0.0,0.0,1.0,0.7,0.6,0.8
Bulgaria,2009,Bulgaria_2009,0.86,0.94,1.0,0.83,1.0,0.92,1.0,0.75,1.0,0.88,0.88,0.75,1.0,0.89,1.0,0.66,1.0,0.67,0.67,0.67,0.67,0.72,0.94,1.0,0.89,0.89,1.0,0.67,1.0,0.33,0.0,0.0,1.0,0.7,0.6,0.8
Bulgaria,2010,Bulgaria_2010,0.86,0.94,1.0,0.83,1.0,0.92,1.0,0.75,1.0,0.88,0.88,0.75,1.0,0.89,1.0,0.66,1.0,0.67,0.67,0.67,0.67,0.72,0.94,1.0,0.89,0.89,1.0,0.67,1.0,0.33,0.0,0.0,1.0,0.7,0.6,0.8
Bulgaria,2011,Bulgaria_2011,0.86,0.94,1.0,0.83,1.0,0.92,1.0,0.75,1.0,0.88,0.88,0.75,1.0,0.89,1.0,0.66,1.0,0.67,0.67,0.67,0.67,0.72,0.94,1.0,0.89,0.89,1.0,0.67,1.0,0.33,0.0,0.0,1.0,0.7,0.6,0.8
Bulgaria,2012,Bulgaria_2012,0.86,0.94,1.0,0.83,1.0,0.92,1.0,0.75,1.0,0.88,0.88,0.75,1.0,0.89,1.0,0.66,1.0,0.67,0.67,0.67,0.67,0.72,0.94,1.0,0.89,0.89,1.0,0.67,1.0,0.33,0.0,0.0,1.0,0.7,0.6,0.8
Bulgaria,2013,Bulgaria_2013,0.86,0.94,1.0,0.83,1.0,0.92,1.0,0.75,1.0,0.88,0.88,0.75,1.0,0.89,1.0,0.66,1.0,0.67,0.67,0.67,0.67,0.72,0.94,1.0,0.89,0.89,1.0,0.67,1.0,0.33,0.0,0.0,1.0,0.7,0.6,0.8
Bulgaria,2014,Bulgaria_2014,0.88,0.94,1.0,0.83,1.0,0.92,1.0,0.75,1.0,0.88,0.88,0.75,1.0,0.89,1.0,0.66,1.0,0.78,0.67,0.67,1.0,0.74,0.94,1.0,0.89,0.89,1.0,0.67,1.0,0.33,0.0,0.0,1.0,0.8,0.6,1.0
Bulgaria,2015,Bulgaria_2015,0.88,0.94,1.0,0.83,1.0,0.92,1.0,0.75,1.0,0.88,0.88,0.75,1.0,0.89,1.0,0.66,1.0,0.78,0.67,0.67,1.0,0.74,0.94,1.0,0.89,0.89,1.0,0.67,1.0,0.33,0.0,0.0,1.0,0.8,0.6,1.0
Bulgaria,2016,Bulgaria_2016,0.88,0.94,1.0,0.83,1.0,0.92,1.0,0.75,1.0,0.88,0.88,0.75,1.0,0.89,1.0,0.66,1.0,0.78,0.67,0.67,1.0,0.74,0.94,1.0,0.89,0.89,1.0,0.67,1.0,0.33,0.0,0.0,1.0,0.8,0.6,1.0
Bulgaria,2017,Bulgaria_2017,0.88,0.94,1.0,0.83,1.0,0.92,1.0,0.75,1.0,0.88,0.88,0.75,1.0,0.89,1.0,0.66,1.0,0.78,0.67,0.67,1.0,0.74,0.94,1.0,0.89,0.89,1.0,0.67,1.0,0.33,0.0,0.0,1.0,0.8,0.6,1.0
Bulgaria,2018,Bulgaria_2018,0.88,0.94,1.0,0.83,1.0,0.92,1.0,0.75,1.0,0.88,0.88,0.75,1.0,0.89,1.0,0.66,1.0,0.78,0.67,0.67,1.0,0.74,0.94,1.0,0.89,0.89,1.0,0.67,1.0,0.33,0.0,0.0,1.0,0.8,0.6,1.0
