username,country,country_code,year,q1c1_apjuac,q1c1_apjufc,q1c1_apjuhc,q1c1_appealac,q1c1_appealfc,q1c1_appealhc,q1c1_appresidac,q1c1_appresidfc,q1c1_appresidhc,q1c1_critacints,q1c1_critaclaw,q1c1_critfcints,q1c1_critfclaw,q1c1_crithcints,q1c1_crithclaw,q1c1_exvetoac,q1c1_exvetofc,q1c1_exvetohc,q1c1_probju,q1c1_transplaw,q1c2_juabsimmun,q1c2_jufuncimmun,q1c2_jupension,q1c2_juremove,q1c2_jusalary,q1c2_jutransf,q1c2_termacju,q1c2_termfcju,q1c2_termhcju,q1c2_termpresid,q1c3_appealdiscip,q1c3_decdiscip,q1c3_discipbody,q1c3_discipints,q1c3_disciplaw,q1c3_fairtrial,q1c3_initdiscip,q1c3_judisclos,q1c3_jurecuse,q1c3_jurestrict,q1c3_sanctscale,q1c4_casealloc,q1c4_competence,q1c4_manbudget,q1c4_reasondecis,q1c4_regbudget,q1c4_sameright,q1c4_whochair,q1c4_whocharge,q1c4_whoselect
CYP22hoK7H,Cyprus,CYP,2021,0.5,1.0,0.5,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.67,1.0,1.0,1.0,1.0,0.67,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
CYP22hoK7H,Cyprus,CYP,2022,0.5,1.0,0.5,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.67,1.0,1.0,1.0,1.0,0.67,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
CZE22WY5n6,Czechia,CZE,2000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.67,1.0,1.0,1.0,1.0,0.33,0.0,1.0,0.0,1.0,1.0,,1.0,,1.0,,,0.5,0.5
CZE22WY5n6,Czechia,CZE,2001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.67,1.0,1.0,1.0,1.0,0.33,0.0,1.0,0.0,1.0,1.0,,1.0,,1.0,,,0.5,0.5
CZE22WY5n6,Czechia,CZE,2002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.67,1.0,1.0,1.0,1.0,0.33,0.0,1.0,0.0,0.5,1.0,,1.0,,1.0,,,0.5,0.5
CZE22WY5n6,Czechia,CZE,2003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.67,1.0,1.0,1.0,1.0,0.33,0.0,1.0,0.0,0.5,1.0,,1.0,,1.0,,,0.5,0.5
CZE22WY5n6,Czechia,CZE,2004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.67,1.0,1.0,1.0,1.0,0.33,0.0,1.0,0.0,0.5,1.0,,1.0,,1.0,,,0.5,0.5
CZE22WY5n6,Czechia,CZE,2005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.67,1.0,1.0,1.0,1.0,0.33,0.0,1.0,0.0,0.5,1.0,,1.0,,1.0,,,0.5,0.5
CZE22WY5n6,Czechia,CZE,2006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.67,1.0,1.0,1.0,1.0,0.33,0.0,1.0,0.0,0.5,1.0,,1.0,,1.0,,,0.5,0.5
CZE22WY5n6,Czechia,CZE,2007,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.67,1.0,1.0,1.0,1.0,0.33,0.0,1.0,0.0,0.5,1.0,,1.0,,1.0,,,0.5,0.5
CZE22WY5n6,Czechia,CZE,2008,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.33,0.0,1.0,0.0,0.5,1.0,,1.0,,1.0,,,0.5,0.5
CZE22WY5n6,Czechia,CZE,2009,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.33,0.0,1.0,0.0,0.5,1.0,,1.0,,1.0,,,0.5,0.5
CZE22WY5n6,Czechia,CZE,2010,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.33,0.0,1.0,0.0,0.5,1.0,,1.0,,1.0,,,0.5,0.5
CZE22WY5n6,Czechia,CZE,2011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.33,0.0,1.0,0.0,0.5,1.0,,1.0,,1.0,,,0.5,0.5
CZE22WY5n6,Czechia,CZE,2012,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.33,0.0,1.0,0.0,0.5,1.0,,1.0,,1.0,,,0.5,0.5
CZE22WY5n6,Czechia,CZE,2013,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.33,0.0,1.0,0.0,0.5,1.0,,1.0,,1.0,,,0.5,0.5
CZE22WY5n6,Czechia,CZE,2014,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.33,0.0,1.0,0.0,0.5,1.0,,1.0,,1.0,,,0.5,0.5
CZE22WY5n6,Czechia,CZE,2015,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.33,0.0,1.0,0.0,0.5,1.0,,1.0,,1.0,,,0.5,0.5
CZE22WY5n6,Czechia,CZE,2016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.33,0.0,1.0,0.0,0.5,1.0,,1.0,,1.0,,,0.5,0.5
CZE22WY5n6,Czechia,CZE,2017,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.33,1.0,1.0,0.0,0.5,1.0,,1.0,,1.0,,,0.5,0.5
CZE22WY5n6,Czechia,CZE,2018,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.33,1.0,1.0,0.0,0.5,1.0,,1.0,,1.0,,,0.5,0.5
CZE22WY5n6,Czechia,CZE,2019,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.33,1.0,1.0,0.0,0.5,1.0,,1.0,,1.0,,,0.5,0.5
CZE22WY5n6,Czechia,CZE,2020,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.33,1.0,1.0,0.0,0.5,1.0,,1.0,,1.0,,,0.5,0.5
CZE22WY5n6,Czechia,CZE,2021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.33,1.0,1.0,0.0,0.5,1.0,,1.0,,1.0,,,0.5,0.5
CZE22WY5n6,Czechia,CZE,2022,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.33,1.0,1.0,1.0,0.5,1.0,,1.0,,1.0,,,0.5,0.5
DEU22vd5fP,Germany,DEU,2000,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.5,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.67,0.0,1.0,1.0,1.0,0.67,1.0,1.0,0.0,1.0,1.0,1.0,,1.0,1.0,,,0.5,1.0
DEU22vd5fP,Germany,DEU,2001,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.5,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.67,0.0,1.0,1.0,1.0,0.67,1.0,1.0,0.0,1.0,1.0,1.0,,1.0,1.0,,,0.5,1.0
DEU22vd5fP,Germany,DEU,2002,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.5,0.67,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.67,0.0,1.0,1.0,1.0,,1.0,1.0,0.0,1.0,1.0,1.0,,1.0,1.0,,,0.5,1.0
DEU22vd5fP,Germany,DEU,2003,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.5,0.67,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.67,0.0,1.0,1.0,1.0,,1.0,1.0,0.0,1.0,1.0,1.0,,1.0,1.0,,,0.5,1.0
DEU22vd5fP,Germany,DEU,2004,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.5,0.67,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.67,0.0,1.0,1.0,1.0,,1.0,1.0,0.0,1.0,1.0,1.0,,1.0,1.0,,,0.5,1.0
DEU22vd5fP,Germany,DEU,2005,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.5,0.67,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.67,0.0,1.0,1.0,1.0,,1.0,1.0,0.0,1.0,1.0,1.0,,1.0,1.0,,,0.5,1.0
DEU22vd5fP,Germany,DEU,2006,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.5,0.67,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.67,0.0,1.0,1.0,1.0,,1.0,1.0,0.0,1.0,1.0,1.0,,1.0,1.0,,,0.5,1.0
DEU22vd5fP,Germany,DEU,2007,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.5,0.67,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.67,0.0,1.0,1.0,1.0,,1.0,1.0,0.0,1.0,1.0,1.0,,1.0,0.0,,,0.5,1.0
DEU22vd5fP,Germany,DEU,2008,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.5,0.67,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.67,0.0,1.0,1.0,1.0,,1.0,1.0,0.0,1.0,1.0,1.0,,1.0,1.0,,,0.5,1.0
DEU22vd5fP,Germany,DEU,2009,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.5,0.67,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.67,0.0,1.0,1.0,1.0,,1.0,1.0,0.0,1.0,1.0,1.0,,1.0,1.0,,,0.5,1.0
DEU22vd5fP,Germany,DEU,2010,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.5,0.67,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.67,0.0,1.0,1.0,1.0,,1.0,1.0,0.0,1.0,1.0,1.0,,1.0,1.0,,,0.5,1.0
DEU22vd5fP,Germany,DEU,2011,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.5,0.67,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.67,0.0,1.0,1.0,1.0,,1.0,1.0,0.0,1.0,1.0,1.0,,1.0,1.0,,,0.5,1.0
DEU22vd5fP,Germany,DEU,2012,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.5,0.67,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.67,0.0,1.0,1.0,1.0,,1.0,1.0,0.0,1.0,1.0,1.0,,1.0,1.0,,,0.5,1.0
DEU22vd5fP,Germany,DEU,2013,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.5,0.67,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.67,0.0,1.0,1.0,1.0,,1.0,1.0,0.0,1.0,1.0,1.0,,1.0,1.0,,,0.5,1.0
DEU22vd5fP,Germany,DEU,2014,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.5,0.67,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.67,0.0,1.0,1.0,1.0,,1.0,1.0,0.0,1.0,1.0,1.0,,1.0,1.0,,,0.5,1.0
DEU22vd5fP,Germany,DEU,2015,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.5,0.67,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.67,0.0,1.0,1.0,1.0,,1.0,1.0,0.0,1.0,1.0,1.0,,1.0,1.0,,,0.5,1.0
DEU22vd5fP,Germany,DEU,2016,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.5,0.67,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.67,0.0,1.0,1.0,1.0,,1.0,1.0,0.0,1.0,1.0,1.0,,1.0,1.0,,,0.5,1.0
DEU22vd5fP,Germany,DEU,2017,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.5,0.67,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.67,0.0,1.0,1.0,1.0,,1.0,1.0,0.0,1.0,1.0,1.0,,1.0,1.0,,,0.5,1.0
DEU22vd5fP,Germany,DEU,2018,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.5,0.67,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.67,0.0,1.0,1.0,1.0,,1.0,1.0,0.0,1.0,1.0,1.0,,1.0,1.0,,,0.5,1.0
DEU22vd5fP,Germany,DEU,2019,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.5,0.67,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.67,0.0,1.0,1.0,1.0,,1.0,1.0,0.0,1.0,1.0,1.0,,1.0,1.0,,,0.5,1.0
DEU22vd5fP,Germany,DEU,2020,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.5,0.67,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.67,0.0,1.0,1.0,1.0,,1.0,1.0,0.0,1.0,1.0,1.0,,1.0,1.0,,,0.5,1.0
DEU22vd5fP,Germany,DEU,2021,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.5,0.67,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.67,0.0,1.0,1.0,1.0,,1.0,1.0,0.0,1.0,1.0,1.0,,1.0,1.0,,,0.5,1.0
DEU22vd5fP,Germany,DEU,2022,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.5,0.67,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.67,0.0,1.0,1.0,1.0,,1.0,1.0,0.0,1.0,1.0,1.0,,1.0,1.0,,,0.5,1.0
ESP22iu8Z4,Spain,ESP,2000,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.5,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0
ESP22iu8Z4,Spain,ESP,2001,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.5,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0
ESP22iu8Z4,Spain,ESP,2002,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.5,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0
ESP22iu8Z4,Spain,ESP,2003,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.5,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0
ESP22iu8Z4,Spain,ESP,2004,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.5,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0
ESP22iu8Z4,Spain,ESP,2005,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.5,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0
ESP22iu8Z4,Spain,ESP,2006,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.5,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0
ESP22iu8Z4,Spain,ESP,2007,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.5,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0
ESP22iu8Z4,Spain,ESP,2008,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.5,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0
ESP22iu8Z4,Spain,ESP,2009,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.5,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0
ESP22iu8Z4,Spain,ESP,2010,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.5,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0
ESP22iu8Z4,Spain,ESP,2011,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.5,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0
ESP22iu8Z4,Spain,ESP,2012,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.5,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0
ESP22iu8Z4,Spain,ESP,2013,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.5,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0
ESP22iu8Z4,Spain,ESP,2014,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.5,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0
